semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department
5,6.65,68.7,72.3,2,14.7,2,6-8,6.2,Low,<30,EC
1,9.36,98.2,80.0,0,20.3,5,6-8,5.4,Medium,30-60,ICT
6,7.81,72.6,83.2,3,12.1,3,6-8,7.5,Medium,30-60,ME
4,6.71,50.5,79.4,2,13.9,2,<6,8.0,Medium,<30,ICT
5,6.4,54.9,76.0,1,22.5,3,6-8,10.0,High,30-60,EE
2,6.07,42.8,73.5,5,15.4,2,>8,15.4,Low,<30,IT
3,5.34,57.8,70.6,2,17.8,0,6-8,8.0,High,>60,IT
6,6.03,59.6,75.1,2,11.2,1,>8,11.8,Low,<30,CE
7,6.76,49.5,83.1,0,21.6,2,6-8,12.8,Low,30-60,EE
2,5.15,40.1,73.3,4,8.7,1,6-8,16.1,High,>60,IT
6,6.85,73.5,74.7,3,10.2,3,<6,17.9,Medium,30-60,IT
1,8.96,76.4,84.2,0,22.4,5,>8,2.2,Medium,>60,ME
3,6.03,59.8,65.7,2,13.0,4,>8,6.7,High,<30,ICT
7,6.96,73.3,79.7,2,17.0,2,6-8,10.3,Low,30-60,EC
7,8.18,60.7,76.8,1,9.1,2,<6,12.0,Medium,30-60,EE
2,6.04,55.8,85.1,5,19.1,2,>8,10.4,Low,<30,EC
1,6.44,65.4,84.0,2,15.9,3,<6,6.7,High,<30,CE
1,6.02,58.8,70.4,1,14.6,2,6-8,9.2,Low,30-60,ICT
4,6.51,64.7,72.2,3,12.9,2,6-8,9.6,Low,>60,EC
0,6.58,47.9,77.1,-1,12.1,0,>8,12.5,Medium,<30,EE
3,7.67,61.3,81.3,3,12.9,3,<6,5.4,High,30-60,ICT
0,8.75,69.6,79.0,-1,18.5,3,<6,3.7,Medium,30-60,EE
2,7.96,83.9,84.7,0,18.0,4,<6,3.1,Low,30-60,CE
7,8.38,67.3,71.8,0,27.4,4,6-8,13.1,Low,<30,CE
3,8.72,74.7,91.6,0,24.1,5,6-8,0.0,Medium,30-60,IT
0,6.83,49.7,67.0,-1,8.5,1,6-8,7.3,Medium,30-60,EC
5,7.32,64.4,79.9,1,23.2,3,6-8,6.7,Medium,30-60,EE
7,6.16,57.2,81.2,4,15.3,3,<6,7.6,High,<30,IT
3,9.34,89.8,80.8,0,21.0,5,6-8,2.0,Low,30-60,EE
5,5.51,55.4,75.3,3,8.4,1,6-8,11.7,High,30-60,EE
7,5.61,40.8,62.2,5,9.8,1,<6,6.0,Low,>60,CE
3,5.48,49.1,67.1,3,10.3,2,6-8,13.7,High,30-60,EE
5,4.04,20.3,58.9,6,3.0,0,>8,15.8,Low,>60,ICT
3,6.81,49.3,80.1,3,11.3,2,>8,5.6,Medium,>60,ICT
7,5.84,53.6,73.7,5,4.9,1,6-8,15.8,Low,<30,EE
4,7.19,57.7,80.5,3,14.0,3,6-8,10.9,Low,>60,IT
7,7.11,70.1,85.5,1,12.1,3,6-8,7.6,Medium,<30,ME
4,9.56,90.3,86.6,0,29.2,5,>8,9.3,Medium,<30,IT
5,7.72,82.9,75.8,0,18.3,4,6-8,9.2,Medium,>60,EE
3,5.84,63.5,71.2,5,12.7,2,<6,8.0,Medium,30-60,EC
7,5.42,55.3,71.2,8,6.5,2,6-8,6.8,Medium,<30,EC
5,6.76,68.1,71.9,1,18.8,2,>8,4.6,Low,<30,ICT
0,7.79,51.1,79.2,-1,8.6,1,6-8,14.9,Medium,<30,CE
0,7.52,77.9,91.8,-1,25.0,5,<6,0.0,High,30-60,CE
5,7.61,64.5,74.5,0,23.6,3,<6,7.7,Medium,<30,CE
1,5.9,52.4,77.9,4,14.0,2,6-8,8.3,Medium,>60,ME
5,4.88,47.2,64.3,4,12.6,2,<6,12.2,Medium,30-60,IT
2,8.08,66.1,77.5,0,24.8,4,>8,1.6,High,>60,EE
4,6.29,58.6,78.3,1,17.6,1,<6,7.7,High,30-60,ICT
1,8.31,77.4,81.3,0,18.4,4,6-8,0.0,High,30-60,EC
2,5.13,39.4,58.8,1,4.6,0,6-8,14.4,Medium,>60,CE
3,4.92,59.9,71.8,3,11.1,1,<6,13.0,Medium,<30,EE
5,6.94,67.4,73.4,2,10.4,0,6-8,5.7,High,<30,ME
1,6.7,58.6,84.5,6,13.2,1,6-8,6.3,High,>60,CE
2,4.96,50.1,76.0,6,9.9,3,6-8,11.8,High,<30,ME
1,7.63,52.8,67.3,0,22.4,2,<6,7.4,Medium,<30,ME
6,5.63,52.6,66.9,8,4.2,0,<6,9.1,Low,<30,IT
5,6.31,40.6,69.0,4,17.8,2,6-8,7.1,Low,30-60,EE
3,6.91,69.4,84.9,3,16.2,2,<6,12.6,Medium,<30,ICT
7,7.23,84.7,77.3,1,16.4,3,<6,5.7,Low,30-60,ME
5,7.91,58.9,74.6,0,17.2,4,6-8,3.1,High,<30,EC
7,5.39,44.0,59.1,7,4.8,1,<6,12.4,High,30-60,ME
4,4.51,45.0,62.7,8,11.7,0,>8,7.9,Low,<30,ICT
1,7.01,76.5,75.7,0,19.2,4,6-8,0.0,Low,30-60,EE
5,6.5,62.9,70.1,1,15.0,3,6-8,12.7,High,<30,EC
1,6.18,51.1,80.3,4,12.6,1,6-8,3.2,Low,<30,ME
3,8.82,70.1,92.4,1,16.9,4,6-8,0.1,Medium,<30,IT
4,6.05,56.1,77.8,2,15.8,2,>8,6.5,Medium,<30,CE
1,7.36,73.9,87.9,0,19.4,4,<6,5.8,High,30-60,IT
0,6.96,45.4,70.4,-1,11.9,4,6-8,9.3,Low,<30,EE
2,9.91,92.9,89.8,0,26.5,5,6-8,0.0,Low,30-60,EC
6,8.39,78.7,90.6,1,24.5,5,6-8,1.2,Low,30-60,EC
0,8.31,54.5,82.9,-1,12.6,2,>8,11.3,Medium,30-60,ICT
1,8.74,73.9,93.8,1,17.6,5,6-8,4.8,Medium,<30,ME
6,7.24,57.9,87.5,0,21.6,3,6-8,3.1,Low,>60,EC
2,8.01,74.5,85.9,0,17.6,4,<6,3.5,Medium,<30,EC
7,5.18,61.4,62.1,6,10.3,0,6-8,11.3,Low,30-60,ICT
3,6.89,73.2,80.7,1,12.2,1,6-8,3.3,Medium,<30,ME
6,7.91,84.9,71.7,0,14.8,4,6-8,7.4,Low,30-60,CE
2,4.24,46.7,64.0,4,3.0,1,<6,13.5,Low,<30,EC
0,7.33,48.9,67.7,-1,3.0,0,>8,10.9,Medium,30-60,ME
7,3.79,30.0,75.7,6,13.3,0,>8,14.6,Low,>60,IT
7,6.46,51.9,75.0,1,16.7,1,>8,8.9,Medium,30-60,CE
5,7.82,65.3,77.3,1,15.2,3,<6,1.9,High,>60,ME
6,8.17,74.3,88.5,0,25.0,5,6-8,3.1,Medium,<30,EE
0,8.58,68.6,70.5,-1,18.5,3,6-8,3.0,High,<30,EC
6,8.63,80.7,86.9,0,19.6,4,6-8,7.9,Medium,<30,ICT
3,4.82,46.0,55.2,4,11.1,0,<6,16.2,Medium,>60,IT
3,4.28,45.7,63.1,5,5.7,0,>8,12.4,High,30-60,IT
4,6.44,53.8,66.9,4,14.1,2,6-8,4.8,Medium,>60,ICT
2,7.62,66.1,82.0,2,13.3,3,<6,8.2,Medium,30-60,EC
5,6.23,61.9,91.0,2,13.3,4,>8,11.5,Medium,30-60,IT
2,3.86,32.2,53.7,8,3.0,0,<6,12.1,Low,<30,CE
4,7.13,53.5,76.8,2,12.0,2,6-8,10.1,Medium,30-60,ICT
1,5.32,43.9,69.4,7,6.1,0,6-8,10.2,Medium,30-60,EC
5,7.83,61.4,84.3,1,20.6,2,6-8,9.1,Low,<30,ME
1,7.05,74.5,82.1,4,19.1,2,6-8,4.3,Medium,>60,CE
1,6.06,45.3,52.4,2,12.0,2,<6,7.6,Medium,30-60,IT
0,6.84,51.8,68.1,-1,10.7,3,6-8,13.6,Low,>60,EC
1,5.58,48.4,53.4,7,3.5,0,6-8,7.9,High,<30,EE
2,5.65,51.5,62.2,3,10.1,1,6-8,4.9,Medium,30-60,IT
2,7.1,88.5,92.7,1,19.2,2,6-8,6.2,Medium,>60,ME
2,5.41,40.9,73.7,4,14.1,1,<6,6.4,Low,>60,IT
0,8.64,61.1,88.9,-1,20.5,2,6-8,12.7,High,<30,EE
7,6.11,63.5,73.0,2,12.9,1,6-8,11.3,Medium,>60,ME
1,4.4,51.7,76.0,1,13.5,0,<6,8.3,Medium,>60,ME
5,5.88,63.2,63.6,5,15.4,1,>8,10.6,Low,>60,IT
4,5.25,45.3,63.4,4,9.8,1,<6,18.0,Medium,>60,EC
4,5.8,55.3,76.2,4,8.1,2,6-8,9.2,Low,30-60,CE
1,4.22,50.9,70.2,6,3.0,1,<6,12.4,High,30-60,IT
2,10.0,88.9,83.1,0,24.4,4,6-8,1.4,Low,30-60,ICT
6,6.73,61.6,82.4,2,11.4,3,>8,10.4,Medium,30-60,EC
3,5.49,53.5,69.1,1,15.8,1,<6,9.4,Low,<30,EE
3,7.27,49.6,68.0,1,13.3,3,6-8,14.1,Medium,>60,EC
4,6.02,58.5,68.1,4,21.8,3,>8,7.7,Medium,<30,EC
3,7.55,72.2,62.8,3,6.8,1,>8,7.5,Medium,30-60,EC
6,6.97,60.7,72.8,3,17.8,4,6-8,8.2,Medium,<30,EC
5,7.26,62.7,73.6,1,15.5,4,6-8,2.8,Medium,30-60,ICT
2,7.06,44.4,69.8,7,17.5,1,<6,13.0,High,30-60,ICT
6,5.54,55.9,63.4,2,14.0,1,<6,9.9,Low,<30,EE
4,6.1,61.2,71.5,6,16.2,2,>8,10.2,Medium,<30,IT
5,3.65,20.0,52.9,6,3.7,0,<6,18.2,Medium,>60,CE
6,4.12,45.7,60.6,1,15.5,0,>8,13.8,Low,30-60,CE
3,8.38,76.4,87.9,1,18.5,3,6-8,5.3,Low,<30,EC
6,8.81,85.2,88.4,0,20.1,4,<6,2.9,Medium,30-60,EC
5,6.49,51.5,77.3,4,20.5,1,<6,12.0,High,<30,ICT
3,7.22,69.0,76.1,0,17.6,3,6-8,10.6,Medium,<30,IT
6,6.02,69.8,65.7,1,17.9,2,<6,4.6,Low,<30,EC
1,10.0,100.0,100.0,0,29.5,4,6-8,0.0,Medium,30-60,EC
4,7.47,85.1,89.0,0,17.0,4,<6,4.1,Medium,<30,EE
0,7.44,74.2,74.7,-1,14.3,2,6-8,10.2,Medium,30-60,IT
1,5.51,53.7,67.5,5,9.1,2,6-8,9.7,High,<30,IT
4,4.32,34.5,69.7,8,12.9,1,<6,12.4,Medium,30-60,ME
2,6.25,49.8,85.4,1,14.7,3,6-8,6.4,Medium,<30,EC
2,6.43,57.8,68.6,4,12.5,1,6-8,14.4,Low,<30,EE
7,4.73,30.4,65.7,3,8.2,0,<6,8.4,Low,<30,CE
3,5.48,50.6,63.1,2,12.0,0,6-8,6.4,Medium,<30,IT
4,5.6,43.7,57.6,6,5.0,1,<6,10.2,High,<30,IT
4,8.46,76.7,84.9,0,30.4,5,6-8,4.8,Medium,>60,EE
0,9.22,66.5,77.1,-1,19.0,3,6-8,5.0,Medium,>60,CE
5,5.58,54.6,75.2,3,17.5,2,6-8,9.7,Low,<30,EE
4,7.18,89.2,83.7,0,28.0,4,6-8,3.8,High,30-60,EC
3,6.02,67.6,77.9,2,16.8,2,<6,6.0,Low,<30,CE
0,6.29,45.5,75.5,-1,9.1,1,<6,12.6,Medium,<30,EC
2,9.09,78.2,74.5,0,23.9,3,6-8,0.0,High,<30,IT
7,6.66,59.1,84.8,2,17.6,3,<6,5.7,Medium,30-60,EC
1,4.27,37.7,61.8,3,11.0,1,>8,7.8,Medium,30-60,ICT
2,6.96,59.2,91.2,4,10.5,1,<6,9.0,Low,>60,IT
1,4.75,53.5,70.2,6,11.4,0,>8,8.5,High,<30,EC
7,4.5,46.1,67.8,4,8.1,0,<6,14.3,Low,<30,EE
5,8.05,61.4,67.6,1,12.1,3,<6,5.2,High,30-60,CE
7,7.87,83.2,76.7,0,18.5,4,<6,5.6,High,<30,CE
7,4.95,35.0,73.8,4,5.5,0,<6,11.8,High,<30,ICT
7,7.53,61.5,77.5,2,24.9,3,>8,0.0,Medium,<30,ME
4,5.68,43.7,83.2,1,8.9,2,6-8,9.4,Medium,<30,ME
3,5.77,57.5,79.4,2,16.4,2,6-8,5.5,Medium,<30,IT
6,6.1,49.5,71.6,3,13.8,1,<6,5.8,Medium,>60,EC
2,5.65,56.3,66.8,4,11.7,0,6-8,6.5,Low,<30,EC
0,8.9,61.7,72.7,-1,14.1,3,6-8,9.3,Low,30-60,CE
2,4.18,61.1,73.3,4,11.7,0,>8,3.9,High,<30,EE
5,7.05,40.9,75.8,0,14.4,3,>8,4.5,High,30-60,ICT
1,5.63,61.4,72.9,1,18.2,1,6-8,2.0,Low,30-60,IT
6,6.31,69.9,82.4,2,12.6,1,<6,12.1,Medium,<30,ME
6,5.6,54.2,65.6,2,10.1,1,<6,7.7,Medium,30-60,ICT
1,5.95,64.4,79.1,4,20.0,2,6-8,8.4,Low,30-60,ICT
0,7.16,63.4,76.0,-1,15.8,2,6-8,5.8,Medium,<30,ICT
1,7.04,67.2,77.3,1,14.1,3,6-8,8.4,Medium,<30,ME
3,4.74,47.4,68.5,4,5.0,2,>8,8.3,Medium,>60,EC
4,6.54,54.7,64.8,1,14.9,3,>8,2.4,Medium,>60,CE
4,7.25,56.6,82.3,1,22.0,4,6-8,5.7,Low,<30,IT
6,4.24,44.3,66.9,7,15.8,0,6-8,18.0,Low,<30,ME
1,7.63,60.6,60.5,0,20.6,3,<6,7.2,Low,30-60,EE
5,6.46,58.3,78.0,4,16.2,0,<6,13.5,Low,30-60,ME
4,7.3,70.7,87.0,1,21.7,3,>8,3.7,Low,30-60,ME
5,5.16,60.8,67.7,4,11.7,1,6-8,7.7,Low,<30,IT
3,3.83,46.0,62.2,4,18.0,0,<6,11.4,High,<30,CE
3,4.03,34.2,56.3,5,13.2,0,6-8,11.9,Medium,30-60,ME
0,7.36,62.8,73.2,-1,15.5,2,<6,7.7,Low,30-60,IT
1,6.2,56.8,70.0,0,17.3,4,<6,3.2,Medium,30-60,ICT
3,5.68,49.5,64.6,8,8.5,2,<6,13.9,Low,30-60,IT
4,7.2,65.7,81.1,2,22.0,2,<6,3.7,Medium,30-60,EE
0,8.61,38.0,70.1,-1,9.5,0,6-8,15.8,Medium,<30,CE
6,6.84,51.8,76.4,1,12.7,2,6-8,6.7,Medium,>60,CE
7,4.85,48.7,63.3,4,5.2,1,<6,9.6,Medium,>60,IT
4,5.28,58.3,56.5,2,9.8,2,6-8,15.0,Medium,30-60,EC
0,8.12,60.7,66.0,-1,14.6,2,>8,7.3,High,30-60,IT
5,6.79,55.1,67.0,3,11.1,0,>8,9.7,Low,30-60,CE
2,6.4,57.4,79.7,2,14.6,1,<6,8.6,Low,>60,CE
5,8.28,74.5,93.5,0,20.0,4,6-8,8.3,Medium,<30,EE
3,5.71,58.5,80.4,6,6.0,2,<6,8.2,Medium,30-60,ICT
0,6.7,77.3,84.2,-1,11.3,4,>8,2.7,Medium,>60,EC
2,4.92,45.7,61.7,8,5.2,0,>8,10.0,Medium,>60,EC
3,6.83,67.3,78.0,2,18.0,1,6-8,4.6,High,30-60,CE
5,8.16,82.9,80.3,0,20.9,4,6-8,3.7,Low,30-60,ME
1,3.47,43.2,62.0,5,3.0,0,6-8,14.1,High,<30,EE
2,6.49,59.6,58.3,3,12.1,2,>8,16.0,Low,30-60,IT
0,7.61,70.2,75.9,-1,18.8,2,6-8,4.9,Low,30-60,ICT
4,6.62,62.2,69.4,2,11.5,2,6-8,6.3,Medium,>60,ME
3,7.8,67.6,71.9,4,12.8,2,6-8,7.9,Low,30-60,EE
7,5.27,56.6,75.2,4,7.4,1,>8,13.6,Medium,<30,EE
5,6.42,64.5,80.2,2,17.2,2,6-8,4.5,Low,30-60,EE
6,6.73,60.9,66.6,0,14.3,2,<6,3.6,High,30-60,EC
1,7.29,74.9,79.4,0,21.4,3,6-8,7.0,Medium,30-60,CE
2,5.81,67.3,78.5,2,15.0,4,6-8,4.8,High,30-60,CE
4,6.27,65.9,70.1,1,20.1,2,<6,7.3,Low,30-60,IT
0,8.43,53.3,72.1,-1,10.5,2,<6,8.7,Medium,>60,CE
6,6.44,51.9,75.8,5,13.6,2,<6,13.1,Medium,30-60,ICT
6,5.92,62.0,75.5,6,13.6,2,6-8,7.3,Medium,30-60,ICT
0,7.48,63.1,86.9,-1,15.4,3,6-8,8.2,High,30-60,ME
6,5.97,51.2,75.5,3,15.0,0,6-8,8.2,Medium,<30,EE
0,7.94,59.3,77.6,-1,14.7,1,6-8,9.6,Low,<30,CE
1,8.36,80.8,100.0,0,22.1,3,6-8,0.9,High,30-60,IT
0,7.47,58.6,85.4,-1,18.9,3,6-8,3.4,Medium,<30,ICT
3,5.78,43.9,83.8,2,12.1,1,6-8,12.7,Low,<30,IT
6,8.33,69.2,71.3,1,19.0,4,6-8,2.3,Medium,>60,CE
1,6.95,47.8,78.5,7,15.2,1,<6,9.0,Medium,<30,CE
6,3.77,44.7,56.1,5,8.4,0,6-8,15.5,High,>60,IT
1,4.89,49.5,79.8,3,14.5,2,>8,9.2,Low,<30,EC
7,4.4,26.1,56.5,8,5.2,0,>8,12.8,Low,<30,EE
6,6.85,50.7,75.2,2,15.5,2,<6,16.3,Low,<30,ME
5,7.01,65.9,76.0,2,18.2,2,6-8,13.6,Low,>60,ICT
4,9.15,74.6,95.6,0,23.9,5,6-8,6.2,Medium,<30,EC
2,6.01,65.4,75.6,2,22.5,2,>8,9.1,High,30-60,EC
1,7.43,42.5,72.8,3,8.5,3,6-8,6.8,Low,<30,EC
3,7.16,72.3,76.1,1,19.0,3,6-8,3.7,Medium,>60,IT
3,3.49,20.0,64.3,6,3.0,0,6-8,13.7,Medium,<30,IT
5,7.2,64.1,83.0,1,10.8,3,<6,4.2,Medium,<30,EC
1,7.97,65.6,84.6,1,16.3,2,6-8,6.3,Low,30-60,IT
4,5.05,35.7,73.5,5,3.0,0,<6,5.9,High,>60,IT
5,8.25,74.5,74.1,0,17.7,4,6-8,2.9,Low,<30,EC
2,6.82,55.5,74.4,3,13.5,2,6-8,4.4,High,30-60,ICT
6,6.43,47.4,88.0,3,8.2,1,>8,8.5,Medium,>60,CE
3,7.95,70.3,77.1,1,14.3,3,<6,11.3,Medium,<30,ME
1,10.0,91.5,79.2,0,27.5,4,6-8,4.6,Medium,30-60,EC
1,7.46,50.5,87.3,3,20.4,2,<6,6.2,High,<30,IT
2,5.78,60.7,89.1,1,15.3,3,6-8,7.2,Low,<30,EC
1,5.72,70.8,76.1,4,19.5,1,<6,11.9,Medium,30-60,ICT
4,5.37,48.3,67.8,5,16.9,1,6-8,16.5,Low,>60,ME
7,7.56,75.5,85.8,2,18.0,2,6-8,3.3,High,<30,EE
7,5.64,48.7,74.3,7,10.9,1,>8,12.3,High,<30,ME
2,6.51,52.9,84.1,3,16.3,2,6-8,8.3,Medium,<30,ICT
6,6.15,49.5,63.8,3,18.1,1,<6,15.6,Medium,>60,ICT
7,7.13,57.3,83.3,1,23.1,1,6-8,7.5,Medium,>60,ICT
2,6.16,76.2,75.3,1,18.0,3,<6,7.6,Medium,>60,ICT
7,7.22,72.0,70.2,1,22.6,4,6-8,9.9,High,30-60,ICT
7,5.54,52.8,61.8,4,13.1,2,6-8,8.2,Medium,<30,ME
6,5.65,43.4,65.9,3,18.9,2,6-8,8.9,Medium,30-60,CE
3,4.19,56.6,82.7,4,4.4,1,>8,13.8,Medium,30-60,IT
4,6.4,63.3,70.1,3,18.4,2,6-8,9.9,Medium,30-60,IT
3,7.87,68.3,75.3,2,18.0,2,>8,10.2,Medium,<30,ME
7,7.23,58.9,81.8,0,20.7,2,6-8,12.9,Medium,<30,CE
0,6.65,29.9,71.9,-1,7.0,1,<6,11.4,Medium,30-60,EE
7,8.07,59.0,81.1,1,14.1,3,6-8,1.5,Low,<30,ME
0,7.53,77.8,100.0,-1,22.4,4,6-8,5.7,Medium,30-60,CE
0,6.77,65.9,82.8,-1,11.5,2,<6,7.4,Medium,<30,CE
7,8.72,89.4,79.7,0,22.3,5,6-8,1.4,High,>60,ICT
6,5.08,59.4,65.8,4,10.5,1,<6,9.5,Medium,<30,EE
3,4.47,29.4,54.2,4,15.3,0,<6,14.9,Medium,<30,EE
7,4.13,38.1,65.2,8,8.3,0,<6,11.9,Medium,30-60,CE
6,7.39,86.1,81.1,1,21.1,3,6-8,4.4,Medium,>60,ME
7,7.29,66.4,92.1,2,17.0,3,>8,8.5,Medium,<30,CE
4,5.51,82.0,62.0,3,16.4,3,>8,8.6,High,>60,IT
7,6.81,49.9,78.6,3,20.8,3,<6,7.9,Low,<30,CE
6,5.29,43.8,76.2,6,17.7,0,>8,13.7,Low,<30,CE
7,9.59,95.9,100.0,0,27.8,4,6-8,2.1,Low,>60,ICT
2,6.79,64.6,76.7,1,10.9,1,6-8,4.0,Low,30-60,CE
4,6.87,59.5,75.8,0,14.3,3,6-8,6.4,High,<30,ME
6,7.93,64.9,78.5,1,15.6,5,<6,5.2,High,30-60,ME
4,7.75,53.4,80.9,0,20.3,3,6-8,6.9,Low,30-60,ME
6,6.66,62.1,84.8,1,12.7,2,6-8,0.8,Low,<30,CE
7,5.31,54.5,59.8,4,5.9,1,6-8,8.4,Medium,<30,EC
6,7.83,61.7,82.7,4,20.0,2,<6,4.8,Medium,<30,ME
2,8.65,85.5,100.0,0,20.3,4,6-8,2.3,Medium,<30,ICT
1,7.8,76.5,78.1,0,15.3,4,6-8,5.1,Medium,30-60,ME
2,9.14,86.8,93.7,0,25.7,5,6-8,0.0,High,<30,ME
5,6.15,42.3,59.2,4,11.0,1,6-8,8.7,High,30-60,ICT
0,5.0,53.2,78.1,-1,12.4,0,6-8,10.7,Medium,30-60,IT
1,6.55,57.8,64.3,6,12.1,3,<6,8.5,Low,30-60,IT
2,7.44,58.4,81.7,5,20.6,1,>8,9.9,Low,30-60,ICT
6,7.62,65.6,82.8,0,17.3,3,>8,10.6,High,<30,EE
0,7.36,38.3,62.8,-1,6.2,0,>8,15.9,Low,30-60,EE
0,8.4,79.9,88.1,-1,17.0,5,6-8,0.7,Low,>60,ICT
4,7.38,47.4,86.3,2,8.6,2,>8,13.8,Medium,30-60,EC
1,5.25,58.9,73.0,3,15.7,2,6-8,11.6,Low,<30,IT
2,4.94,50.1,74.7,2,7.9,1,<6,12.4,Low,<30,CE
1,4.78,32.0,64.7,5,6.9,0,6-8,8.8,Medium,<30,CE
4,7.8,67.1,83.2,3,18.2,3,6-8,3.9,Medium,30-60,IT
0,6.02,50.0,75.9,-1,15.7,3,<6,7.3,Low,30-60,EC
7,4.7,37.1,60.8,6,5.2,1,<6,15.1,High,<30,EC
1,3.32,44.9,61.3,3,11.1,1,<6,10.2,High,<30,EE
7,6.26,67.3,67.1,5,11.8,2,6-8,7.2,Medium,>60,EE
6,9.41,96.5,93.9,0,27.1,4,6-8,1.6,Medium,<30,ICT
6,6.26,53.3,66.5,3,4.8,1,<6,12.6,Low,<30,EC
1,4.53,54.9,62.1,4,9.6,1,6-8,18.6,Low,<30,CE
5,6.98,40.8,68.5,4,9.0,2,6-8,9.5,Low,<30,ME
6,6.31,57.7,67.8,2,12.9,3,6-8,12.2,Medium,<30,ICT
4,2.78,22.3,52.6,8,3.0,0,>8,16.9,Low,>60,EE
4,5.59,56.3,79.0,3,13.5,1,6-8,4.2,High,>60,CE
1,4.52,54.1,80.5,3,22.4,1,6-8,11.4,Low,30-60,CE
3,6.77,69.5,62.4,2,14.4,3,6-8,3.3,High,30-60,IT
1,9.01,75.3,81.9,0,15.9,4,>8,7.7,Low,<30,CE
7,7.93,75.6,78.8,2,20.6,3,6-8,5.1,Low,30-60,EE
5,5.4,56.8,73.8,5,19.3,1,<6,6.1,Medium,>60,ICT
0,5.31,44.1,66.9,-1,7.7,0,6-8,12.9,Low,<30,CE
3,9.4,81.9,100.0,0,20.0,4,6-8,3.2,Medium,>60,EC
5,7.72,52.6,70.7,2,12.8,1,6-8,8.0,High,>60,ICT
0,8.04,58.9,81.6,-1,13.0,3,<6,12.7,Medium,30-60,CE
5,5.51,45.3,71.0,2,14.0,1,<6,9.3,High,>60,IT
1,7.8,69.1,64.2,3,13.5,2,>8,6.0,Low,<30,ME
3,6.71,67.9,77.2,5,16.3,2,<6,6.6,Low,<30,IT
5,6.47,57.0,75.8,1,22.0,1,6-8,7.8,Medium,30-60,CE
3,5.61,51.9,72.3,2,10.7,0,<6,8.6,Medium,30-60,CE
3,7.75,57.3,73.6,2,21.4,1,6-8,2.9,Low,30-60,ME
6,5.99,60.4,66.9,6,8.7,3,6-8,11.0,Low,<30,CE
2,5.19,52.0,61.3,4,13.5,0,>8,7.2,Medium,30-60,EC
5,6.85,57.6,70.3,6,6.4,1,6-8,5.3,Medium,30-60,CE
6,5.81,67.4,86.9,3,14.2,3,6-8,9.1,Low,30-60,ME
1,7.84,67.5,97.3,0,24.6,5,6-8,1.5,Low,30-60,EC
0,7.32,25.0,54.3,-1,3.9,0,>8,17.1,Medium,30-60,CE
6,7.64,74.1,91.9,0,16.0,2,6-8,9.0,High,<30,ICT
4,8.44,77.3,74.4,0,19.7,3,6-8,9.1,Medium,<30,CE
6,3.87,26.2,52.7,6,3.0,0,6-8,19.3,Low,<30,IT
2,6.46,62.3,66.8,1,13.9,1,>8,11.8,Medium,30-60,IT
6,6.29,35.8,70.4,5,14.3,1,<6,8.7,High,<30,EE
0,7.17,62.3,61.2,-1,10.7,0,<6,7.0,Medium,<30,ICT
7,5.37,49.8,75.1,7,7.9,1,6-8,9.0,Medium,<30,CE
6,4.83,50.3,69.5,4,3.0,2,6-8,11.3,Low,<30,EC
4,8.48,85.3,86.3,0,20.9,4,6-8,5.8,Low,>60,EE
4,8.42,73.3,78.6,1,12.7,2,<6,8.8,Medium,>60,IT
3,8.77,83.2,86.5,0,22.6,5,6-8,4.6,Low,30-60,EC
1,7.89,65.1,85.0,0,23.5,3,>8,3.7,Low,<30,CE
3,4.58,39.7,70.9,5,11.1,1,>8,11.8,Low,30-60,ME
5,5.84,50.3,56.6,2,13.1,1,6-8,11.5,High,<30,ICT
7,7.51,56.2,85.6,3,12.9,3,<6,6.4,Low,30-60,EE
6,5.04,63.0,69.9,7,10.2,1,6-8,8.3,Low,<30,IT
3,7.94,69.0,81.4,2,19.3,3,6-8,6.9,Low,>60,IT
5,5.78,61.2,70.9,5,16.4,2,<6,6.0,Medium,<30,ME
1,5.28,56.0,70.5,2,12.1,1,6-8,10.0,Medium,30-60,ICT
3,6.79,77.7,83.4,3,21.7,4,6-8,2.6,Medium,<30,ICT
3,6.05,61.7,80.0,1,19.4,3,>8,3.6,Medium,30-60,IT
7,5.79,50.7,76.7,1,16.5,1,6-8,6.5,Medium,>60,ME
3,7.82,57.4,81.7,1,11.9,4,6-8,4.9,Low,>60,CE
0,7.59,65.7,73.8,-1,4.7,0,<6,11.1,High,30-60,IT
0,8.84,62.9,72.5,-1,25.7,2,6-8,9.2,High,30-60,ICT
5,7.03,71.5,83.6,2,18.2,2,>8,8.0,Medium,<30,CE
2,5.04,52.2,62.0,3,15.7,2,6-8,8.1,Low,>60,EE
6,7.31,78.2,92.6,2,17.4,2,<6,8.3,Low,>60,IT
4,4.82,51.4,78.1,8,13.0,1,<6,15.0,Medium,30-60,EE
2,7.55,85.7,84.5,0,13.5,2,6-8,2.0,Low,<30,CE
6,5.61,58.5,68.7,1,15.0,0,<6,9.0,Low,30-60,EE
3,6.3,62.5,70.5,1,5.4,1,>8,7.3,Medium,30-60,EC
5,7.88,72.1,89.1,0,21.3,3,<6,4.4,High,30-60,CE
