semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department,performance_score,performance_category
7,8.0,74.1,92.1,1,16.7,3,<6,6.0,Low,<30,EC,71.58,Good
5,7.26,59.4,88.1,3,12.6,4,>8,8.7,Low,<30,ICT,63.15,Good
1,6.37,57.0,70.7,6,5.5,1,<6,11.6,High,<30,CE,42.06,Below Average
4,7.8,65.0,83.2,2,20.5,4,6-8,4.8,Low,30-60,ME,68.82,Good
3,7.17,63.2,78.2,1,20.8,1,6-8,3.1,Low,>60,EC,61.38,Good
6,7.0,72.1,83.3,0,18.6,3,6-8,5.6,Medium,<30,EE,72.23,Good
5,8.09,62.8,89.6,1,17.5,3,6-8,3.8,Low,>60,EC,69.66,Good
3,6.65,56.2,64.1,5,7.5,1,6-8,9.9,Medium,30-60,CE,45.69,Average
3,5.22,42.0,70.3,4,6.6,1,6-8,16.3,Medium,<30,IT,42.1,Below Average
4,7.5,72.4,83.2,1,22.4,3,6-8,8.6,Medium,>60,CE,69.57,Good
3,7.76,75.0,90.4,2,17.9,4,<6,9.7,Low,<30,ME,69.65,Good
1,6.99,57.0,62.6,3,20.3,2,6-8,7.6,Low,30-60,CE,53.18,Average
7,7.18,57.1,56.7,3,15.5,2,>8,6.6,Low,30-60,ICT,49.7,Average
5,8.4,76.5,88.7,0,15.0,4,6-8,7.5,High,30-60,IT,76.66,Excellent
3,6.06,62.9,66.8,2,11.6,2,>8,6.0,Low,<30,EC,52.6,Average
4,7.18,67.3,73.9,2,19.7,3,6-8,5.5,Medium,30-60,ICT,64.52,Good
2,6.38,53.7,71.5,1,19.3,2,6-8,9.1,Low,30-60,IT,56.31,Average
4,6.76,62.6,71.8,2,7.4,1,<6,5.3,Medium,>60,ME,51.78,Average
5,8.16,83.0,76.6,0,15.3,3,6-8,8.9,Medium,30-60,CE,72.7,Good
4,7.38,70.3,79.2,0,18.6,3,6-8,8.5,Low,30-60,CE,67.85,Good
4,7.55,72.5,83.2,1,16.4,3,6-8,7.8,High,<30,ME,70.08,Good
3,8.03,61.3,93.3,0,31.1,2,>8,0.0,Low,30-60,CE,74.99,Good
6,6.38,60.2,82.2,1,16.4,2,<6,3.8,Low,30-60,ME,58.64,Average
6,6.68,70.1,84.2,0,16.3,4,6-8,3.1,High,<30,EE,71.53,Good
6,5.94,56.6,67.3,2,18.0,1,6-8,4.9,Medium,30-60,CE,53.52,Average
2,7.28,47.0,71.1,4,22.9,3,6-8,10.5,Low,30-60,EE,54.7,Average
4,6.48,50.5,78.0,6,19.5,3,6-8,7.0,High,>60,ME,50.87,Average
6,6.99,51.6,79.9,4,17.0,2,>8,8.2,High,30-60,EE,54.41,Average
4,7.54,74.9,85.4,2,20.3,2,>8,5.8,Medium,<30,EC,69.19,Good
6,6.25,49.4,67.9,6,17.2,0,6-8,12.1,Low,30-60,ICT,41.22,Below Average
6,8.79,90.9,100.0,0,24.7,4,6-8,1.9,Low,30-60,CE,86.75,Excellent
1,5.18,40.5,65.3,5,12.2,0,<6,9.4,Low,30-60,ICT,34.05,At Risk
2,3.54,43.3,66.7,3,7.4,0,6-8,8.7,High,30-60,ICT,35.69,At Risk
4,7.58,77.8,78.8,0,17.1,3,<6,1.0,Medium,30-60,IT,70.35,Good
2,7.64,64.2,87.5,2,22.0,3,6-8,0.0,High,30-60,EC,70.34,Good
7,7.46,77.8,85.3,1,18.4,3,<6,7.3,Medium,30-60,ICT,69.12,Good
1,7.13,73.4,83.6,5,25.0,3,6-8,3.2,Medium,<30,ICT,66.45,Good
3,6.0,59.8,68.2,5,13.9,2,>8,5.1,High,30-60,CE,47.34,Average
7,6.05,52.0,78.0,2,5.8,1,<6,11.2,High,<30,EE,49.53,Average
1,6.11,62.2,82.5,1,14.9,4,6-8,9.3,Low,>60,ME,60.74,Good
3,4.53,63.0,80.6,3,15.4,3,<6,13.5,High,<30,ME,50.6,Average
2,6.51,82.0,78.8,1,17.1,2,6-8,10.5,High,>60,EC,62.43,Good
6,6.85,64.1,72.3,3,11.7,1,<6,9.0,High,<30,ICT,52.63,Average
2,5.96,54.7,67.5,7,11.8,0,6-8,10.9,High,<30,EE,40.51,Below Average
1,6.52,47.5,64.6,1,16.6,2,6-8,6.5,Medium,30-60,EE,55.41,Average
7,6.81,66.8,78.0,0,16.9,3,>8,4.8,High,30-60,IT,65.06,Good
2,4.42,43.3,64.6,4,13.1,1,<6,11.0,Low,30-60,ME,35.01,At Risk
5,4.9,43.8,68.8,1,8.8,1,>8,7.0,Low,<30,ICT,45.61,Average
2,5.41,62.9,79.6,4,25.2,4,<6,5.2,Low,<30,ME,56.31,Average
1,6.76,59.4,77.5,0,18.9,2,<6,8.1,High,30-60,ME,60.44,Good
6,6.38,54.2,63.9,3,14.9,3,6-8,7.4,High,<30,EC,53.57,Average
0,7.15,65.9,77.8,-1,16.2,1,6-8,10.7,Low,>60,ICT,60.48,Good
2,6.84,55.0,80.7,4,17.8,2,6-8,7.4,Medium,<30,ME,58.95,Average
6,5.09,41.2,56.8,6,9.1,0,6-8,16.5,Medium,<30,ICT,33.04,At Risk
4,4.02,40.8,64.3,3,3.2,2,6-8,7.9,Medium,<30,CE,40.59,Below Average
5,5.9,60.5,73.8,4,17.1,1,6-8,15.1,Medium,30-60,EC,50.03,Average
0,6.92,61.1,70.8,-1,20.6,3,6-8,10.0,Medium,<30,ME,65.71,Good
5,6.65,68.7,72.3,2,14.7,2,6-8,6.2,Low,<30,EC,59.16,Good
1,9.36,98.2,80.0,0,20.3,5,6-8,5.4,Medium,30-60,ICT,85.14,Excellent
6,7.81,72.6,83.2,3,12.1,3,6-8,7.5,Medium,30-60,ME,66.16,Good
4,6.71,50.5,79.4,2,13.9,2,<6,8.0,Medium,<30,ICT,57.12,Average
5,6.4,54.9,76.0,1,22.5,3,6-8,10.0,High,30-60,EE,60.87,Good
2,6.07,42.8,73.5,5,15.4,2,>8,15.4,Low,<30,IT,44.8,Average
3,5.34,57.8,70.6,2,17.8,0,6-8,8.0,High,>60,IT,48.13,Average
6,6.03,59.6,75.1,2,11.2,1,>8,11.8,Low,<30,CE,51.57,Average
7,6.76,49.5,83.1,0,21.6,2,6-8,12.8,Low,30-60,EE,61.79,Good
2,5.15,40.1,73.3,4,8.7,1,6-8,16.1,High,>60,IT,39.17,Below Average
6,6.85,73.5,74.7,3,10.2,3,<6,17.9,Medium,30-60,IT,55.24,Average
1,8.96,76.4,84.2,0,22.4,5,>8,2.2,Medium,>60,ME,80.0,Excellent
3,6.03,59.8,65.7,2,13.0,4,>8,6.7,High,<30,ICT,55.61,Average
7,6.96,73.3,79.7,2,17.0,2,6-8,10.3,Low,30-60,EC,61.45,Good
7,8.18,60.7,76.8,1,9.1,2,<6,12.0,Medium,30-60,EE,60.89,Good
2,6.04,55.8,85.1,5,19.1,2,>8,10.4,Low,<30,EC,52.61,Average
1,6.44,65.4,84.0,2,15.9,3,<6,6.7,High,<30,CE,61.45,Good
1,6.02,58.8,70.4,1,14.6,2,6-8,9.2,Low,30-60,ICT,54.53,Average
4,6.51,64.7,72.2,3,12.9,2,6-8,9.6,Low,>60,EC,52.26,Average
0,6.58,47.9,77.1,-1,12.1,0,>8,12.5,Medium,<30,EE,55.87,Average
3,7.67,61.3,81.3,3,12.9,3,<6,5.4,High,30-60,ICT,60.17,Good
0,8.75,69.6,79.0,-1,18.5,3,<6,3.7,Medium,30-60,EE,72.37,Good
2,7.96,83.9,84.7,0,18.0,4,<6,3.1,Low,30-60,CE,73.69,Good
7,8.38,67.3,71.8,0,27.4,4,6-8,13.1,Low,<30,CE,72.18,Good
3,8.72,74.7,91.6,0,24.1,5,6-8,0.0,Medium,30-60,IT,84.84,Excellent
0,6.83,49.7,67.0,-1,8.5,1,6-8,7.3,Medium,30-60,EC,55.53,Average
5,7.32,64.4,79.9,1,23.2,3,6-8,6.7,Medium,30-60,EE,68.63,Good
7,6.16,57.2,81.2,4,15.3,3,<6,7.6,High,<30,IT,54.47,Average
3,9.34,89.8,80.8,0,21.0,5,6-8,2.0,Low,30-60,EE,82.89,Excellent
5,5.51,55.4,75.3,3,8.4,1,6-8,11.7,High,30-60,EE,47.61,Average
7,5.61,40.8,62.2,5,9.8,1,<6,6.0,Low,>60,CE,34.76,At Risk
3,5.48,49.1,67.1,3,10.3,2,6-8,13.7,High,30-60,EE,45.4,Average
5,4.04,20.3,58.9,6,3.0,0,>8,15.8,Low,>60,ICT,19.41,At Risk
3,6.81,49.3,80.1,3,11.3,2,>8,5.6,Medium,>60,ICT,54.13,Average
7,5.84,53.6,73.7,5,4.9,1,6-8,15.8,Low,<30,EE,43.1,Average
4,7.19,57.7,80.5,3,14.0,3,6-8,10.9,Low,>60,IT,57.18,Average
7,7.11,70.1,85.5,1,12.1,3,6-8,7.6,Medium,<30,ME,69.08,Good
4,9.56,90.3,86.6,0,29.2,5,>8,9.3,Medium,<30,IT,87.85,Excellent
5,7.72,82.9,75.8,0,18.3,4,6-8,9.2,Medium,>60,EE,71.84,Good
3,5.84,63.5,71.2,5,12.7,2,<6,8.0,Medium,30-60,EC,47.25,Average
7,5.42,55.3,71.2,8,6.5,2,6-8,6.8,Medium,<30,EC,42.02,Below Average
5,6.76,68.1,71.9,1,18.8,2,>8,4.6,Low,<30,ICT,61.12,Good
0,7.79,51.1,79.2,-1,8.6,1,6-8,14.9,Medium,<30,CE,62.18,Good
0,7.52,77.9,91.8,-1,25.0,5,<6,0.0,High,30-60,CE,78.25,Excellent
5,7.61,64.5,74.5,0,23.6,3,<6,7.7,Medium,<30,CE,68.29,Good
1,5.9,52.4,77.9,4,14.0,2,6-8,8.3,Medium,>60,ME,50.77,Average
5,4.88,47.2,64.3,4,12.6,2,<6,12.2,Medium,30-60,IT,40.05,Below Average
2,8.08,66.1,77.5,0,24.8,4,>8,1.6,High,>60,EE,71.56,Good
4,6.29,58.6,78.3,1,17.6,1,<6,7.7,High,30-60,ICT,55.63,Average
1,8.31,77.4,81.3,0,18.4,4,6-8,0.0,High,30-60,EC,76.84,Excellent
2,5.13,39.4,58.8,1,4.6,0,6-8,14.4,Medium,>60,CE,38.71,Below Average
3,4.92,59.9,71.8,3,11.1,1,<6,13.0,Medium,<30,EE,45.76,Average
5,6.94,67.4,73.4,2,10.4,0,6-8,5.7,High,<30,ME,57.09,Average
1,6.7,58.6,84.5,6,13.2,1,6-8,6.3,High,>60,CE,50.58,Average
2,4.96,50.1,76.0,6,9.9,3,6-8,11.8,High,<30,ME,44.69,Average
1,7.63,52.8,67.3,0,22.4,2,<6,7.4,Medium,<30,ME,62.4,Good
6,5.63,52.6,66.9,8,4.2,0,<6,9.1,Low,<30,IT,32.29,At Risk
5,6.31,40.6,69.0,4,17.8,2,6-8,7.1,Low,30-60,EE,47.94,Average
3,6.91,69.4,84.9,3,16.2,2,<6,12.6,Medium,<30,ICT,60.5,Good
7,7.23,84.7,77.3,1,16.4,3,<6,5.7,Low,30-60,ME,65.06,Good
5,7.91,58.9,74.6,0,17.2,4,6-8,3.1,High,<30,EC,70.7,Good
7,5.39,44.0,59.1,7,4.8,1,<6,12.4,High,30-60,ME,29.7,At Risk
4,4.51,45.0,62.7,8,11.7,0,>8,7.9,Low,<30,ICT,29.64,At Risk
1,7.01,76.5,75.7,0,19.2,4,6-8,0.0,Low,30-60,EE,70.28,Good
5,6.5,62.9,70.1,1,15.0,3,6-8,12.7,High,<30,EC,59.63,Good
1,6.18,51.1,80.3,4,12.6,1,6-8,3.2,Low,<30,ME,52.34,Average
3,8.82,70.1,92.4,1,16.9,4,6-8,0.1,Medium,<30,IT,80.95,Excellent
4,6.05,56.1,77.8,2,15.8,2,>8,6.5,Medium,<30,CE,57.66,Average
1,7.36,73.9,87.9,0,19.4,4,<6,5.8,High,30-60,IT,71.63,Good
0,6.96,45.4,70.4,-1,11.9,4,6-8,9.3,Low,<30,EE,60.51,Good
2,9.91,92.9,89.8,0,26.5,5,6-8,0.0,Low,30-60,EC,89.82,Excellent
6,8.39,78.7,90.6,1,24.5,5,6-8,1.2,Low,30-60,EC,80.35,Excellent
0,8.31,54.5,82.9,-1,12.6,2,>8,11.3,Medium,30-60,ICT,66.17,Good
1,8.74,73.9,93.8,1,17.6,5,6-8,4.8,Medium,<30,ME,82.36,Excellent
6,7.24,57.9,87.5,0,21.6,3,6-8,3.1,Low,>60,EC,68.43,Good
2,8.01,74.5,85.9,0,17.6,4,<6,3.5,Medium,<30,EC,75.72,Good
7,5.18,61.4,62.1,6,10.3,0,6-8,11.3,Low,30-60,ICT,36.62,Below Average
3,6.89,73.2,80.7,1,12.2,1,6-8,3.3,Medium,<30,ME,65.51,Good
6,7.91,84.9,71.7,0,14.8,4,6-8,7.4,Low,30-60,CE,70.5,Good
2,4.24,46.7,64.0,4,3.0,1,<6,13.5,Low,<30,EC,33.13,At Risk
0,7.33,48.9,67.7,-1,3.0,0,>8,10.9,Medium,30-60,ME,52.19,Average
7,3.79,30.0,75.7,6,13.3,0,>8,14.6,Low,>60,IT,28.35,At Risk
7,6.46,51.9,75.0,1,16.7,1,>8,8.9,Medium,30-60,CE,55.89,Average
5,7.82,65.3,77.3,1,15.2,3,<6,1.9,High,>60,ME,63.57,Good
6,8.17,74.3,88.5,0,25.0,5,6-8,3.1,Medium,<30,EE,83.0,Excellent
0,8.58,68.6,70.5,-1,18.5,3,6-8,3.0,High,<30,EC,72.08,Good
6,8.63,80.7,86.9,0,19.6,4,6-8,7.9,Medium,<30,ICT,81.11,Excellent
3,4.82,46.0,55.2,4,11.1,0,<6,16.2,Medium,>60,IT,31.21,At Risk
3,4.28,45.7,63.1,5,5.7,0,>8,12.4,High,30-60,IT,31.27,At Risk
4,6.44,53.8,66.9,4,14.1,2,6-8,4.8,Medium,>60,ICT,50.14,Average
2,7.62,66.1,82.0,2,13.3,3,<6,8.2,Medium,30-60,EC,63.36,Good
5,6.23,61.9,91.0,2,13.3,4,>8,11.5,Medium,30-60,IT,63.07,Good
2,3.86,32.2,53.7,8,3.0,0,<6,12.1,Low,<30,CE,18.18,At Risk
4,7.13,53.5,76.8,2,12.0,2,6-8,10.1,Medium,30-60,ICT,58.39,Average
1,5.32,43.9,69.4,7,6.1,0,6-8,10.2,Medium,30-60,EC,35.68,At Risk
5,7.83,61.4,84.3,1,20.6,2,6-8,9.1,Low,<30,ME,67.82,Good
1,7.05,74.5,82.1,4,19.1,2,6-8,4.3,Medium,>60,CE,61.68,Good
1,6.06,45.3,52.4,2,12.0,2,<6,7.6,Medium,30-60,IT,44.11,Average
0,6.84,51.8,68.1,-1,10.7,3,6-8,13.6,Low,>60,EC,54.99,Average
1,5.58,48.4,53.4,7,3.5,0,6-8,7.9,High,<30,EE,32.5,At Risk
2,5.65,51.5,62.2,3,10.1,1,6-8,4.9,Medium,30-60,IT,46.45,Average
2,7.1,88.5,92.7,1,19.2,2,6-8,6.2,Medium,>60,ME,72.31,Good
2,5.41,40.9,73.7,4,14.1,1,<6,6.4,Low,>60,IT,40.42,Below Average
0,8.64,61.1,88.9,-1,20.5,2,6-8,12.7,High,<30,EE,73.42,Good
7,6.11,63.5,73.0,2,12.9,1,6-8,11.3,Medium,>60,ME,52.86,Average
1,4.4,51.7,76.0,1,13.5,0,<6,8.3,Medium,>60,ME,44.91,Average
5,5.88,63.2,63.6,5,15.4,1,>8,10.6,Low,>60,IT,41.55,Below Average
4,5.25,45.3,63.4,4,9.8,1,<6,18.0,Medium,>60,EC,35.69,At Risk
4,5.8,55.3,76.2,4,8.1,2,6-8,9.2,Low,30-60,CE,48.19,Average
1,4.22,50.9,70.2,6,3.0,1,<6,12.4,High,30-60,IT,31.94,At Risk
2,10.0,88.9,83.1,0,24.4,4,6-8,1.4,Low,30-60,ICT,85.01,Excellent
6,6.73,61.6,82.4,2,11.4,3,>8,10.4,Medium,30-60,EC,60.23,Good
3,5.49,53.5,69.1,1,15.8,1,<6,9.4,Low,<30,EE,49.13,Average
3,7.27,49.6,68.0,1,13.3,3,6-8,14.1,Medium,>60,EC,56.67,Average
4,6.02,58.5,68.1,4,21.8,3,>8,7.7,Medium,<30,EC,54.23,Average
3,7.55,72.2,62.8,3,6.8,1,>8,7.5,Medium,30-60,EC,53.42,Average
6,6.97,60.7,72.8,3,17.8,4,6-8,8.2,Medium,<30,EC,62.41,Good
5,7.26,62.7,73.6,1,15.5,4,6-8,2.8,Medium,30-60,ICT,66.65,Good
2,7.06,44.4,69.8,7,17.5,1,<6,13.0,High,30-60,ICT,41.32,Below Average
6,5.54,55.9,63.4,2,14.0,1,<6,9.9,Low,<30,EE,45.65,Average
4,6.1,61.2,71.5,6,16.2,2,>8,10.2,Medium,<30,IT,49.07,Average
5,3.65,20.0,52.9,6,3.7,0,<6,18.2,Medium,>60,CE,16.57,At Risk
6,4.12,45.7,60.6,1,15.5,0,>8,13.8,Low,30-60,CE,38.23,Below Average
3,8.38,76.4,87.9,1,18.5,3,6-8,5.3,Low,<30,EC,75.07,Good
6,8.81,85.2,88.4,0,20.1,4,<6,2.9,Medium,30-60,EC,80.22,Excellent
5,6.49,51.5,77.3,4,20.5,1,<6,12.0,High,<30,ICT,50.65,Average
3,7.22,69.0,76.1,0,17.6,3,6-8,10.6,Medium,<30,IT,68.76,Good
6,6.02,69.8,65.7,1,17.9,2,<6,4.6,Low,<30,EC,55.67,Average
1,10.0,100.0,100.0,0,29.5,4,6-8,0.0,Medium,30-60,EC,95.68,Excellent
4,7.47,85.1,89.0,0,17.0,4,<6,4.1,Medium,<30,EE,76.54,Excellent
0,7.44,74.2,74.7,-1,14.3,2,6-8,10.2,Medium,30-60,IT,66.31,Good
1,5.51,53.7,67.5,5,9.1,2,6-8,9.7,High,<30,IT,44.95,Average
4,4.32,34.5,69.7,8,12.9,1,<6,12.4,Medium,30-60,ME,29.39,At Risk
2,6.25,49.8,85.4,1,14.7,3,6-8,6.4,Medium,<30,EC,63.78,Good
2,6.43,57.8,68.6,4,12.5,1,6-8,14.4,Low,<30,EE,48.06,Average
7,4.73,30.4,65.7,3,8.2,0,<6,8.4,Low,<30,CE,35.1,At Risk
3,5.48,50.6,63.1,2,12.0,0,6-8,6.4,Medium,<30,IT,47.81,Average
4,5.6,43.7,57.6,6,5.0,1,<6,10.2,High,<30,IT,33.52,At Risk
4,8.46,76.7,84.9,0,30.4,5,6-8,4.8,Medium,>60,EE,81.4,Excellent
0,9.22,66.5,77.1,-1,19.0,3,6-8,5.0,Medium,>60,CE,73.74,Good
5,5.58,54.6,75.2,3,17.5,2,6-8,9.7,Low,<30,EE,52.44,Average
4,7.18,89.2,83.7,0,28.0,4,6-8,3.8,High,30-60,EC,77.63,Excellent
3,6.02,67.6,77.9,2,16.8,2,<6,6.0,Low,<30,CE,56.72,Average
0,6.29,45.5,75.5,-1,9.1,1,<6,12.6,Medium,<30,EC,53.46,Average
2,9.09,78.2,74.5,0,23.9,3,6-8,0.0,High,<30,IT,78.61,Excellent
7,6.66,59.1,84.8,2,17.6,3,<6,5.7,Medium,30-60,EC,61.67,Good
1,4.27,37.7,61.8,3,11.0,1,>8,7.8,Medium,30-60,ICT,37.89,Below Average
2,6.96,59.2,91.2,4,10.5,1,<6,9.0,Low,>60,IT,52.31,Average
1,4.75,53.5,70.2,6,11.4,0,>8,8.5,High,<30,EC,38.25,Below Average
7,4.5,46.1,67.8,4,8.1,0,<6,14.3,Low,<30,EE,34.62,At Risk
5,8.05,61.4,67.6,1,12.1,3,<6,5.2,High,30-60,CE,60.47,Good
7,7.87,83.2,76.7,0,18.5,4,<6,5.6,High,<30,CE,72.59,Good
7,4.95,35.0,73.8,4,5.5,0,<6,11.8,High,<30,ICT,36.71,Below Average
7,7.53,61.5,77.5,2,24.9,3,>8,0.0,Medium,<30,ME,68.38,Good
4,5.68,43.7,83.2,1,8.9,2,6-8,9.4,Medium,<30,ME,56.64,Average
3,5.77,57.5,79.4,2,16.4,2,6-8,5.5,Medium,<30,IT,59.19,Good
6,6.1,49.5,71.6,3,13.8,1,<6,5.8,Medium,>60,EC,47.15,Average
2,5.65,56.3,66.8,4,11.7,0,6-8,6.5,Low,<30,EC,44.96,Average
0,8.9,61.7,72.7,-1,14.1,3,6-8,9.3,Low,30-60,CE,67.78,Good
2,4.18,61.1,73.3,4,11.7,0,>8,3.9,High,<30,EE,43.35,Average
5,7.05,40.9,75.8,0,14.4,3,>8,4.5,High,30-60,ICT,60.09,Good
1,5.63,61.4,72.9,1,18.2,1,6-8,2.0,Low,30-60,IT,55.62,Average
6,6.31,69.9,82.4,2,12.6,1,<6,12.1,Medium,<30,ME,57.41,Average
6,5.6,54.2,65.6,2,10.1,1,<6,7.7,Medium,30-60,ICT,46.3,Average
1,5.95,64.4,79.1,4,20.0,2,6-8,8.4,Low,30-60,ICT,54.3,Average
0,7.16,63.4,76.0,-1,15.8,2,6-8,5.8,Medium,<30,ICT,66.75,Good
1,7.04,67.2,77.3,1,14.1,3,6-8,8.4,Medium,<30,ME,66.15,Good
3,4.74,47.4,68.5,4,5.0,2,>8,8.3,Medium,>60,EC,39.84,Below Average
4,6.54,54.7,64.8,1,14.9,3,>8,2.4,Medium,>60,CE,56.1,Average
4,7.25,56.6,82.3,1,22.0,4,6-8,5.7,Low,<30,IT,68.65,Good
6,4.24,44.3,66.9,7,15.8,0,6-8,18.0,Low,<30,ME,31.69,At Risk
1,7.63,60.6,60.5,0,20.6,3,<6,7.2,Low,30-60,EE,59.41,Good
5,6.46,58.3,78.0,4,16.2,0,<6,13.5,Low,30-60,ME,46.83,Average
4,7.3,70.7,87.0,1,21.7,3,>8,3.7,Low,30-60,ME,68.93,Good
5,5.16,60.8,67.7,4,11.7,1,6-8,7.7,Low,<30,IT,45.69,Average
3,3.83,46.0,62.2,4,18.0,0,<6,11.4,High,<30,CE,34.78,At Risk
3,4.03,34.2,56.3,5,13.2,0,6-8,11.9,Medium,30-60,ME,30.8,At Risk
0,7.36,62.8,73.2,-1,15.5,2,<6,7.7,Low,30-60,IT,59.98,Good
1,6.2,56.8,70.0,0,17.3,4,<6,3.2,Medium,30-60,ICT,60.72,Good
3,5.68,49.5,64.6,8,8.5,2,<6,13.9,Low,30-60,IT,32.75,At Risk
4,7.2,65.7,81.1,2,22.0,2,<6,3.7,Medium,30-60,EE,63.45,Good
0,8.61,38.0,70.1,-1,9.5,0,6-8,15.8,Medium,<30,CE,58.21,Average
6,6.84,51.8,76.4,1,12.7,2,6-8,6.7,Medium,>60,CE,58.37,Average
7,4.85,48.7,63.3,4,5.2,1,<6,9.6,Medium,>60,IT,35.79,At Risk
4,5.28,58.3,56.5,2,9.8,2,6-8,15.0,Medium,30-60,EC,45.52,Average
0,8.12,60.7,66.0,-1,14.6,2,>8,7.3,High,30-60,IT,61.76,Good
5,6.79,55.1,67.0,3,11.1,0,>8,9.7,Low,30-60,CE,46.54,Average
2,6.4,57.4,79.7,2,14.6,1,<6,8.6,Low,>60,CE,51.29,Average
5,8.28,74.5,93.5,0,20.0,4,6-8,8.3,Medium,<30,EE,80.98,Excellent
3,5.71,58.5,80.4,6,6.0,2,<6,8.2,Medium,30-60,ICT,45.35,Average
0,6.7,77.3,84.2,-1,11.3,4,>8,2.7,Medium,>60,EC,68.72,Good
2,4.92,45.7,61.7,8,5.2,0,>8,10.0,Medium,>60,EC,27.79,At Risk
3,6.83,67.3,78.0,2,18.0,1,6-8,4.6,High,30-60,CE,60.4,Good
5,8.16,82.9,80.3,0,20.9,4,6-8,3.7,Low,30-60,ME,75.96,Good
1,3.47,43.2,62.0,5,3.0,0,6-8,14.1,High,<30,EE,29.57,At Risk
2,6.49,59.6,58.3,3,12.1,2,>8,16.0,Low,30-60,IT,45.45,Average
0,7.61,70.2,75.9,-1,18.8,2,6-8,4.9,Low,30-60,ICT,66.93,Good
4,6.62,62.2,69.4,2,11.5,2,6-8,6.3,Medium,>60,ME,55.39,Average
3,7.8,67.6,71.9,4,12.8,2,6-8,7.9,Low,30-60,EE,56.72,Average
7,5.27,56.6,75.2,4,7.4,1,>8,13.6,Medium,<30,EE,45.82,Average
5,6.42,64.5,80.2,2,17.2,2,6-8,4.5,Low,30-60,EE,59.78,Good
6,6.73,60.9,66.6,0,14.3,2,<6,3.6,High,30-60,EC,57.13,Average
1,7.29,74.9,79.4,0,21.4,3,6-8,7.0,Medium,30-60,CE,71.41,Good
2,5.81,67.3,78.5,2,15.0,4,6-8,4.8,High,30-60,CE,61.01,Good
4,6.27,65.9,70.1,1,20.1,2,<6,7.3,Low,30-60,IT,55.68,Average
0,8.43,53.3,72.1,-1,10.5,2,<6,8.7,Medium,>60,CE,60.4,Good
6,6.44,51.9,75.8,5,13.6,2,<6,13.1,Medium,30-60,ICT,47.58,Average
6,5.92,62.0,75.5,6,13.6,2,6-8,7.3,Medium,30-60,ICT,49.81,Average
0,7.48,63.1,86.9,-1,15.4,3,6-8,8.2,High,30-60,ME,69.38,Good
6,5.97,51.2,75.5,3,15.0,0,6-8,8.2,Medium,<30,EE,51.86,Average
0,7.94,59.3,77.6,-1,14.7,1,6-8,9.6,Low,<30,CE,64.39,Good
1,8.36,80.8,100.0,0,22.1,3,6-8,0.9,High,30-60,IT,82.59,Excellent
0,7.47,58.6,85.4,-1,18.9,3,6-8,3.4,Medium,<30,ICT,72.59,Good
3,5.78,43.9,83.8,2,12.1,1,6-8,12.7,Low,<30,IT,52.06,Average
6,8.33,69.2,71.3,1,19.0,4,6-8,2.3,Medium,>60,CE,70.02,Good
1,6.95,47.8,78.5,7,15.2,1,<6,9.0,Medium,<30,CE,47.09,Average
6,3.77,44.7,56.1,5,8.4,0,6-8,15.5,High,>60,IT,27.22,At Risk
1,4.89,49.5,79.8,3,14.5,2,>8,9.2,Low,<30,EC,48.89,Average
7,4.4,26.1,56.5,8,5.2,0,>8,12.8,Low,<30,EE,21.36,At Risk
6,6.85,50.7,75.2,2,15.5,2,<6,16.3,Low,<30,ME,52.85,Average
5,7.01,65.9,76.0,2,18.2,2,6-8,13.6,Low,>60,ICT,57.34,Average
4,9.15,74.6,95.6,0,23.9,5,6-8,6.2,Medium,<30,EC,87.3,Excellent
2,6.01,65.4,75.6,2,22.5,2,>8,9.1,High,30-60,EC,57.05,Average
1,7.43,42.5,72.8,3,8.5,3,6-8,6.8,Low,<30,EC,55.27,Average
3,7.16,72.3,76.1,1,19.0,3,6-8,3.7,Medium,>60,IT,66.58,Good
3,3.49,20.0,64.3,6,3.0,0,6-8,13.7,Medium,<30,IT,25.8,At Risk
5,7.2,64.1,83.0,1,10.8,3,<6,4.2,Medium,<30,EC,65.42,Good
1,7.97,65.6,84.6,1,16.3,2,6-8,6.3,Low,30-60,IT,67.26,Good
4,5.05,35.7,73.5,5,3.0,0,<6,5.9,High,>60,IT,33.28,At Risk
5,8.25,74.5,74.1,0,17.7,4,6-8,2.9,Low,<30,EC,73.65,Good
2,6.82,55.5,74.4,3,13.5,2,6-8,4.4,High,30-60,ICT,55.88,Average
6,6.43,47.4,88.0,3,8.2,1,>8,8.5,Medium,>60,CE,52.13,Average
3,7.95,70.3,77.1,1,14.3,3,<6,11.3,Medium,<30,ME,66.26,Good
1,10.0,91.5,79.2,0,27.5,4,6-8,4.6,Medium,30-60,EC,86.24,Excellent
1,7.46,50.5,87.3,3,20.4,2,<6,6.2,High,<30,IT,61.1,Good
2,5.78,60.7,89.1,1,15.3,3,6-8,7.2,Low,<30,EC,63.36,Good
1,5.72,70.8,76.1,4,19.5,1,<6,11.9,Medium,30-60,ICT,50.71,Average
4,5.37,48.3,67.8,5,16.9,1,6-8,16.5,Low,>60,ME,38.98,Below Average
7,7.56,75.5,85.8,2,18.0,2,6-8,3.3,High,<30,EE,69.67,Good
