last_sem_spi,internal_assessment_avg,attendance_percentage,total_backlogs,pyq_solving_frequency,study_hours_weekly,sleep_category,gaming_hours_weekly,assignment_delay_count,department,travel_time_category,extra_curricular_level,sleep_score,travel_score,extra_score,ps,performance_category
5.43,76.1,96.8,1,5,22.1,6-8,7.1,1,EC,>60,Low,1.0,0.4,0.3,74.69,Good
2.76,46.9,99.7,3,2,39.6,6-8,8.9,0,EC,<30,High,1.0,1.0,1.0,47.78,Average
7.5,30.9,64.4,2,3,12.5,<6,11.2,2,EC,30-60,Medium,0.3,0.7,0.7,38.51,At Risk
3.53,37.1,39.1,1,2,25.2,6-8,14.7,1,ME,<30,Low,1.0,1.0,0.3,27.17,At Risk
1.22,82.6,92.9,1,1,9.8,>8,29.3,0,ICT,30-60,Medium,0.8,0.7,0.7,44.07,Average
6.81,80.2,93.8,2,0,6.9,<6,21.0,0,EE,30-60,Low,0.3,0.7,0.3,54.29,Average
2.59,47.7,88.4,2,2,15.5,>8,10.3,4,ME,<30,Medium,0.8,1.0,0.7,31.38,At Risk
9.46,47.1,63.5,0,3,12.2,6-8,2.4,0,ICT,30-60,Medium,1.0,0.7,0.7,66.18,Average
9.59,77.6,26.0,0,5,40.2,6-8,16.3,4,ME,>60,High,1.0,0.4,1.0,76.58,Good
9.23,86.3,27.1,0,2,12.2,6-8,7.1,0,EC,>60,Low,1.0,0.4,0.3,69.38,Average
4.33,76.7,91.7,3,3,35.3,6-8,23.4,1,ME,30-60,Medium,1.0,0.7,0.7,60.68,Average
1.14,66.3,90.1,1,1,27.6,6-8,3.6,1,ICT,<30,Medium,1.0,1.0,0.7,45.23,Average
9.35,44.6,54.8,3,0,21.3,6-8,23.7,0,ICT,<30,Low,1.0,1.0,0.3,43.33,Average
4.85,61.5,46.3,2,5,7.8,<6,19.5,2,IT,<30,Low,0.3,1.0,0.3,37.13,At Risk
9.7,44.0,71.5,3,1,23.8,<6,6.4,2,IT,>60,Low,0.3,0.4,0.3,49.85,Average
9.67,78.5,84.6,3,1,30.6,>8,13.8,0,CE,30-60,Medium,0.8,0.7,0.7,74.51,Good
8.68,53.2,78.5,4,5,10.3,6-8,16.3,4,EE,30-60,Medium,1.0,0.7,0.7,55.33,Average
3.65,80.0,69.2,2,4,45.9,<6,1.1,2,IT,30-60,Medium,0.3,0.7,0.7,60.92,Average
4.47,52.9,38.5,2,0,10.0,<6,2.1,2,EE,30-60,Low,0.3,0.7,0.3,23.06,At Risk
8.66,79.4,41.0,2,1,42.4,<6,6.7,1,CE,>60,Low,0.3,0.4,0.3,63.04,Average
3.85,50.0,77.9,1,1,40.2,<6,14.2,1,ME,<30,Medium,0.3,1.0,0.7,41.85,Average
2.53,56.4,84.2,1,5,44.8,6-8,19.9,1,EE,30-60,Medium,1.0,0.7,0.7,57.22,Average
6.01,66.9,29.3,3,0,9.8,6-8,14.2,1,EE,>60,High,1.0,0.4,1.0,37.05,At Risk
9.43,34.2,35.0,0,1,25.7,>8,18.0,1,ICT,<30,Low,0.8,1.0,0.3,43.77,Average
7.26,86.9,74.4,1,2,19.2,6-8,3.1,0,IT,<30,Medium,1.0,1.0,0.7,73.62,Good
6.13,64.4,51.1,1,2,35.9,<6,9.0,1,EE,<30,Low,0.3,1.0,0.3,50.5,Average
1.87,60.5,65.1,0,2,13.4,<6,27.8,0,EE,<30,Medium,0.3,1.0,0.7,32.35,At Risk
6.54,80.4,69.2,1,0,9.0,6-8,15.6,0,ME,30-60,Medium,1.0,0.7,0.7,57.65,Average
9.91,81.9,82.1,0,2,14.8,6-8,12.9,0,CE,<30,High,1.0,1.0,1.0,82.88,Good
2.26,61.3,84.5,2,1,49.6,6-8,25.0,1,EE,<30,High,1.0,1.0,1.0,46.17,Average
5.66,85.6,42.4,1,2,16.5,>8,28.1,3,ME,>60,Medium,0.8,0.4,0.7,50.04,Average
8.9,33.9,63.3,0,5,17.9,<6,28.8,3,IT,30-60,Low,0.3,0.7,0.3,48.97,Average
7.67,36.8,29.9,1,4,37.5,6-8,16.8,2,ME,<30,Low,1.0,1.0,0.3,45.95,Average
7.27,65.8,87.4,1,5,19.0,<6,24.1,0,IT,<30,Low,0.3,1.0,0.3,64.98,Average
7.32,51.2,87.6,1,0,28.8,6-8,26.2,1,ICT,<30,High,1.0,1.0,1.0,54.18,Average
4.24,57.9,44.0,3,3,38.8,6-8,11.3,2,IT,<30,Low,1.0,1.0,0.3,40.37,Average
3.64,49.7,32.8,0,2,20.1,6-8,23.8,2,ME,30-60,High,1.0,0.7,1.0,32.62,At Risk
8.28,54.3,25.6,2,4,21.2,6-8,12.6,1,CE,<30,Low,1.0,1.0,0.3,49.97,Average
8.29,79.4,66.0,1,2,15.0,6-8,17.0,1,IT,<30,High,1.0,1.0,1.0,67.51,Average
8.8,65.6,27.3,3,3,38.7,<6,8.3,1,ICT,30-60,Medium,0.3,0.7,0.7,56.13,Average
9.22,89.8,74.4,1,3,49.7,6-8,3.6,0,ICT,30-60,High,1.0,0.7,1.0,95.05,Good
5.6,77.2,74.3,0,4,7.8,6-8,27.6,1,ICT,30-60,Medium,1.0,0.7,0.7,62.26,Average
5.51,46.4,69.1,0,5,23.3,6-8,23.8,2,IT,<30,High,1.0,1.0,1.0,53.81,Average
8.18,45.9,90.1,0,3,20.4,<6,4.9,1,ME,<30,Medium,0.3,1.0,0.7,62.11,Average
6.85,50.2,50.3,0,2,21.0,<6,0.7,1,EC,<30,Low,0.3,1.0,0.3,46.78,Average
7.32,80.6,92.2,3,4,28.6,>8,15.0,3,EC,30-60,Medium,0.8,0.7,0.7,70.97,Good
8.16,31.6,23.0,0,4,34.6,<6,27.3,1,EE,30-60,Low,0.3,0.7,0.3,41.46,Average
9.01,43.8,29.0,0,1,27.1,<6,9.0,2,IT,<30,Medium,0.3,1.0,0.7,43.98,Average
4.04,84.3,53.0,2,0,39.3,>8,7.7,1,CE,<30,High,0.8,1.0,1.0,51.62,Average
4.38,68.4,67.5,1,3,7.8,<6,21.5,2,IT,30-60,Medium,0.3,0.7,0.7,42.98,Average
1.85,43.6,22.6,1,1,41.0,<6,8.2,1,EC,<30,Medium,0.3,1.0,0.7,20.45,At Risk
6.2,43.1,65.4,1,2,44.7,<6,16.6,1,EE,<30,Medium,0.3,1.0,0.7,47.54,Average
1.32,81.8,44.6,0,0,31.9,>8,26.4,2,CE,<30,High,0.8,1.0,1.0,36.12,At Risk
5.19,83.6,91.0,3,5,19.4,<6,28.0,0,EC,30-60,Low,0.3,0.7,0.3,61.71,Average
5.88,45.4,62.7,1,2,26.3,6-8,11.0,1,ME,<30,Medium,1.0,1.0,0.7,47.18,Average
3.58,55.2,67.0,0,1,31.8,>8,3.4,1,ICT,<30,Low,0.8,1.0,0.3,44.45,Average
6.32,80.1,95.6,1,1,40.8,>8,19.3,0,CE,30-60,Low,0.8,0.7,0.3,70.95,Good
1.27,76.3,81.1,1,1,40.3,>8,16.0,1,ME,30-60,Medium,0.8,0.7,0.7,48.6,Average
1.34,78.8,55.1,1,0,20.6,>8,3.4,3,IT,30-60,Low,0.8,0.7,0.3,33.61,At Risk
8.4,61.1,58.2,0,0,24.5,6-8,11.8,0,EC,<30,High,1.0,1.0,1.0,60.98,Average
4.24,84.7,71.8,3,5,39.4,6-8,22.5,2,EE,30-60,High,1.0,0.7,1.0,64.99,Average
2.14,49.6,36.0,0,5,24.3,<6,3.5,1,EE,30-60,Medium,0.3,0.7,0.7,37.14,At Risk
5.7,39.4,27.1,1,1,33.6,6-8,26.9,0,ICT,30-60,High,1.0,0.7,1.0,35.57,At Risk
7.93,72.5,44.9,1,3,49.4,6-8,21.7,2,EC,<30,Low,1.0,1.0,0.3,65.3,Average
2.94,62.4,82.3,2,5,42.8,>8,20.8,3,CE,30-60,Low,0.8,0.7,0.3,51.66,Average
6.61,81.3,40.6,2,5,14.8,<6,5.7,3,IT,<30,Medium,0.3,1.0,0.7,55.17,Average
1.77,34.9,30.5,2,4,23.5,<6,25.4,2,CE,30-60,High,0.3,0.7,1.0,15.73,At Risk
1.47,80.6,37.5,2,3,29.5,>8,24.1,4,ME,<30,Medium,0.8,1.0,0.7,32.8,At Risk
5.78,47.6,74.3,0,1,31.9,6-8,25.9,1,EC,30-60,Medium,1.0,0.7,0.7,49.93,Average
5.87,69.3,69.1,0,3,18.4,6-8,14.3,1,CE,<30,Low,1.0,1.0,0.3,59.24,Average
6.74,32.4,75.1,1,1,46.4,6-8,0.3,3,IT,<30,Low,1.0,1.0,0.3,48.36,Average
7.53,66.6,45.8,1,1,45.9,<6,7.4,2,EC,<30,Low,0.3,1.0,0.3,54.14,Average
9.78,73.0,92.1,0,1,12.4,6-8,7.6,2,EE,30-60,Medium,1.0,0.7,0.7,75.77,Good
5.65,52.1,56.1,0,2,46.8,6-8,8.5,3,CE,30-60,High,1.0,0.7,1.0,55.43,Average
3.91,42.9,61.1,1,3,25.0,>8,7.4,2,ICT,<30,Low,0.8,1.0,0.3,37.36,At Risk
8.16,62.3,95.9,1,1,24.7,>8,27.7,2,IT,30-60,Medium,0.8,0.7,0.7,62.02,Average
3.44,80.0,98.3,1,2,13.2,6-8,26.9,2,CE,<30,Medium,1.0,1.0,0.7,53.04,Average
4.95,49.4,72.9,1,5,8.8,<6,27.5,1,IT,<30,Medium,0.3,1.0,0.7,42.77,Average
1.71,45.1,95.6,4,1,16.2,6-8,6.1,0,EE,<30,High,1.0,1.0,1.0,31.43,At Risk
1.23,46.7,63.3,2,3,44.6,6-8,22.8,0,EE,30-60,Low,1.0,0.7,0.3,35.52,At Risk
9.66,86.9,44.6,0,1,23.3,6-8,19.4,1,ME,<30,Low,1.0,1.0,0.3,69.43,Average
8.52,51.6,45.2,0,2,46.4,6-8,19.3,0,EE,30-60,Low,1.0,0.7,0.3,62.43,Average
7.26,30.2,64.7,0,3,32.0,<6,6.6,2,ME,<30,Low,0.3,1.0,0.3,46.0,Average
4.68,76.9,68.4,0,4,5.4,6-8,15.2,2,CE,<30,Medium,1.0,1.0,0.7,56.71,Average
2.56,72.0,55.2,1,5,19.9,6-8,21.4,2,ICT,30-60,High,1.0,0.7,1.0,49.25,Average
2.41,37.7,90.7,1,5,10.7,6-8,14.2,2,EC,<30,Low,1.0,1.0,0.3,37.79,At Risk
3.25,89.1,54.1,0,2,38.5,6-8,26.5,3,EE,30-60,Medium,1.0,0.7,0.7,54.85,Average
5.94,66.5,41.9,2,1,35.5,6-8,7.7,2,EE,30-60,Medium,1.0,0.7,0.7,49.3,Average
7.43,60.0,20.6,1,3,15.3,>8,11.6,3,ME,>60,Medium,0.8,0.4,0.7,45.95,Average
6.94,52.9,97.6,2,4,14.4,6-8,24.4,2,ICT,30-60,High,1.0,0.7,1.0,59.59,Average
3.52,83.9,85.9,2,1,45.6,6-8,25.6,1,EE,>60,Low,1.0,0.4,0.3,58.86,Average
9.59,44.6,69.2,2,0,10.3,<6,2.0,2,EE,30-60,Low,0.3,0.7,0.3,44.99,Average
7.64,47.1,86.4,2,1,6.5,6-8,2.1,1,EE,30-60,Medium,1.0,0.7,0.7,52.26,Average
5.99,37.3,84.8,1,4,21.5,6-8,25.5,3,ICT,30-60,Low,1.0,0.7,0.3,46.5,Average
6.51,75.5,94.5,1,2,30.4,6-8,11.8,2,CE,30-60,Low,1.0,0.7,0.3,68.7,Average
4.78,65.7,50.9,1,4,46.4,6-8,5.3,2,EC,30-60,Medium,1.0,0.7,0.7,60.58,Average
3.23,66.5,64.4,3,1,46.0,6-8,11.1,1,ME,30-60,High,1.0,0.7,1.0,47.69,Average
4.2,43.1,27.9,0,2,11.3,<6,2.1,2,EC,<30,Medium,0.3,1.0,0.7,26.02,At Risk
7.82,69.1,97.2,1,3,40.4,<6,27.8,2,ME,30-60,Low,0.3,0.7,0.3,68.79,Average
1.13,75.9,98.8,2,2,47.0,<6,7.6,1,IT,30-60,Low,0.3,0.7,0.3,51.28,Average
2.04,51.5,83.1,1,1,42.5,<6,3.6,3,EC,<30,High,0.3,1.0,1.0,38.21,At Risk
1.41,78.1,56.3,0,1,23.6,6-8,1.8,3,IT,>60,Low,1.0,0.4,0.3,42.35,Average
1.37,50.9,59.7,1,2,14.3,>8,2.0,0,ME,30-60,Medium,0.8,0.7,0.7,32.88,At Risk
8.7,75.5,54.8,0,2,46.2,6-8,22.3,1,ICT,>60,Low,1.0,0.4,0.3,74.31,Good
7.33,32.0,43.5,1,5,28.9,<6,18.2,1,CE,<30,Medium,0.3,1.0,0.7,44.44,Average
5.27,63.1,62.2,1,2,16.4,>8,1.6,0,ICT,30-60,Low,0.8,0.7,0.3,51.53,Average
1.88,88.2,24.3,0,1,19.6,6-8,18.6,1,IT,<30,Low,1.0,1.0,0.3,36.88,At Risk
5.42,88.9,99.4,0,0,30.3,<6,25.1,0,EC,<30,Medium,0.3,1.0,0.7,65.27,Average
5.26,46.9,53.9,0,5,23.3,6-8,0.7,2,CE,30-60,Low,1.0,0.7,0.3,52.89,Average
2.56,56.5,94.2,3,2,6.8,6-8,3.6,2,EE,<30,Low,1.0,1.0,0.3,35.87,At Risk
4.9,33.8,77.9,0,2,30.8,6-8,18.5,1,ICT,>60,Low,1.0,0.4,0.3,45.26,Average
4.59,82.4,43.2,3,3,23.3,6-8,5.6,1,CE,30-60,Medium,1.0,0.7,0.7,52.86,Average
6.54,64.1,37.8,0,4,26.3,<6,2.2,2,CE,30-60,Low,0.3,0.7,0.3,54.39,Average
6.72,53.1,99.7,0,3,38.9,>8,22.0,5,IT,30-60,High,0.8,0.7,1.0,63.0,Average
1.41,36.8,81.8,0,5,6.2,6-8,16.0,3,CE,30-60,High,1.0,0.7,1.0,34.72,At Risk
4.37,86.8,40.0,1,0,8.0,<6,12.2,2,ME,<30,Low,0.3,1.0,0.3,35.94,At Risk
6.63,61.8,25.4,1,2,5.0,6-8,9.6,5,EC,>60,Medium,1.0,0.4,0.7,38.12,At Risk
5.53,47.0,75.8,3,1,24.1,6-8,18.5,4,EC,<30,Low,1.0,1.0,0.3,33.96,At Risk
8.71,51.0,44.2,1,0,17.6,<6,10.7,0,CE,<30,Low,0.3,1.0,0.3,43.28,Average
6.93,46.2,37.7,1,1,23.4,<6,15.1,2,CE,30-60,High,0.3,0.7,1.0,37.31,At Risk
2.47,66.1,78.8,1,2,31.0,<6,5.6,1,CE,30-60,High,0.3,0.7,1.0,48.06,Average
1.64,85.8,74.3,3,5,5.4,<6,26.9,2,CE,<30,Medium,0.3,1.0,0.7,39.66,At Risk
6.78,81.4,58.5,0,4,12.1,6-8,3.1,2,EE,<30,Low,1.0,1.0,0.3,66.58,Average
1.24,57.6,95.4,3,1,10.7,6-8,1.6,1,EE,30-60,Low,1.0,0.7,0.3,33.69,At Risk
6.27,79.6,74.4,0,5,33.0,<6,13.7,1,CE,<30,Low,0.3,1.0,0.3,71.13,Good
9.46,55.4,91.5,0,3,31.6,<6,26.3,1,EC,30-60,Medium,0.3,0.7,0.7,70.74,Good
6.18,45.1,35.2,2,3,8.5,6-8,22.3,3,CE,<30,Low,1.0,1.0,0.3,29.63,At Risk
4.49,89.0,43.7,0,1,41.1,>8,1.7,0,ICT,30-60,Low,0.8,0.7,0.3,62.11,Average
6.79,48.2,28.4,0,3,12.2,<6,27.1,2,EC,<30,Low,0.3,1.0,0.3,33.41,At Risk
5.12,49.4,44.4,3,0,12.8,<6,6.3,0,IT,<30,Low,0.3,1.0,0.3,24.83,At Risk
5.91,89.4,97.7,1,0,23.1,6-8,15.3,2,ICT,30-60,Medium,1.0,0.7,0.7,66.88,Average
9.47,38.0,97.0,1,2,19.9,6-8,8.6,0,EC,<30,Medium,1.0,1.0,0.7,65.14,Average
4.47,75.6,80.8,2,1,48.4,<6,5.7,3,ICT,<30,High,0.3,1.0,1.0,55.25,Average
9.65,86.1,61.7,1,0,45.8,<6,18.8,2,ICT,30-60,Low,0.3,0.7,0.3,69.79,Average
9.15,60.7,82.5,0,2,7.3,6-8,20.0,2,CE,30-60,High,1.0,0.7,1.0,65.69,Average
2.76,30.2,64.3,1,0,22.6,6-8,16.2,3,ME,30-60,High,1.0,0.7,1.0,22.04,At Risk
1.62,52.5,20.3,0,3,40.3,<6,4.3,1,IT,>60,Medium,0.3,0.4,0.7,33.21,At Risk
1.91,36.7,60.1,1,1,33.3,6-8,16.1,0,ICT,30-60,Medium,1.0,0.7,0.7,29.99,At Risk
1.16,55.0,67.9,2,2,39.7,6-8,16.1,2,EE,>60,Medium,1.0,0.4,0.7,36.87,At Risk
1.85,77.4,41.3,0,3,23.3,6-8,12.9,0,ICT,30-60,Low,1.0,0.7,0.3,46.29,Average
7.15,56.3,36.3,1,0,22.5,6-8,29.9,1,ICT,30-60,Low,1.0,0.7,0.3,39.47,At Risk
1.64,55.9,41.9,1,4,39.5,>8,26.3,1,CE,30-60,Low,0.8,0.7,0.3,35.65,At Risk
3.87,63.4,69.9,1,4,18.1,6-8,24.7,0,CE,30-60,Low,1.0,0.7,0.3,50.49,Average
8.6,64.9,31.7,0,5,7.6,6-8,11.6,0,CE,>60,Medium,1.0,0.4,0.7,66.09,Average
1.21,81.4,77.6,2,4,45.1,6-8,19.8,2,ME,30-60,Medium,1.0,0.7,0.7,55.18,Average
8.33,48.5,53.8,1,2,47.6,6-8,27.3,1,EC,<30,Low,1.0,1.0,0.3,56.04,Average
3.54,79.3,48.3,1,1,32.5,6-8,21.5,0,CE,<30,Medium,1.0,1.0,0.7,48.42,Average
2.06,64.0,84.6,0,5,38.2,6-8,11.4,0,IT,<30,Medium,1.0,1.0,0.7,61.63,Average
7.27,48.0,60.5,2,3,36.0,6-8,14.5,0,CE,30-60,Medium,1.0,0.7,0.7,57.53,Average
6.66,47.7,50.3,3,2,29.2,6-8,29.1,0,EC,<30,Low,1.0,1.0,0.3,40.25,Average
8.9,51.7,90.3,1,5,32.0,>8,2.2,4,EC,<30,Low,0.8,1.0,0.3,70.57,Good
7.62,67.4,49.5,3,4,29.3,6-8,6.2,0,EC,<30,Low,1.0,1.0,0.3,61.71,Average
8.23,43.8,88.7,0,1,10.1,<6,27.0,1,ICT,30-60,High,0.3,0.7,1.0,50.7,Average
3.54,85.2,60.3,2,1,19.3,6-8,2.7,1,ME,>60,Low,1.0,0.4,0.3,50.82,Average
2.6,64.5,36.6,3,2,5.8,<6,18.2,1,EC,>60,Low,0.3,0.4,0.3,21.76,At Risk
7.76,85.2,69.0,0,5,8.5,6-8,18.4,0,ME,<30,Low,1.0,1.0,0.3,75.59,Good
8.26,32.8,42.8,2,1,27.9,<6,4.0,3,CE,30-60,Low,0.3,0.7,0.3,34.53,At Risk
9.91,50.6,31.8,1,4,13.0,6-8,6.3,0,ME,>60,Low,1.0,0.4,0.3,60.89,Average
4.71,31.4,26.9,4,2,21.1,>8,5.7,0,EE,<30,Low,0.8,1.0,0.3,19.95,At Risk
4.35,46.3,39.3,2,3,42.7,<6,24.8,0,EC,30-60,Medium,0.3,0.7,0.7,36.76,At Risk
7.99,81.7,78.9,4,2,8.9,6-8,19.9,0,ME,<30,Medium,1.0,1.0,0.7,61.47,Average
4.07,32.2,87.0,3,0,42.4,6-8,17.7,1,ICT,<30,Low,1.0,1.0,0.3,32.77,At Risk
9.38,56.2,88.9,2,0,45.3,>8,29.7,3,CE,<30,Medium,0.8,1.0,0.7,59.82,Average
8.73,37.1,41.6,1,4,19.3,<6,21.3,0,IT,30-60,Low,0.3,0.7,0.3,46.38,Average
4.86,55.0,72.9,1,3,25.5,6-8,28.3,2,CE,>60,Medium,1.0,0.4,0.7,49.42,Average
7.76,80.3,38.4,2,0,23.5,6-8,13.3,2,ME,30-60,Low,1.0,0.7,0.3,52.08,Average
7.79,67.4,69.8,1,4,11.5,6-8,24.3,2,CE,30-60,Low,1.0,0.7,0.3,61.02,Average
1.93,74.2,91.0,3,3,9.2,>8,8.4,1,ME,30-60,Medium,0.8,0.7,0.7,45.55,Average
9.12,50.9,23.3,2,0,25.3,>8,8.4,1,IT,30-60,High,0.8,0.7,1.0,45.38,Average
5.55,86.7,98.8,1,3,30.5,<6,24.7,2,CE,<30,Medium,0.3,1.0,0.7,66.86,Average
8.44,72.6,86.2,2,1,27.0,<6,25.9,1,IT,30-60,Medium,0.3,0.7,0.7,62.12,Average
3.88,55.3,80.9,0,5,35.6,<6,11.5,1,EC,<30,Low,0.3,1.0,0.3,55.19,Average
9.06,55.6,75.3,0,5,26.4,<6,3.9,1,EC,>60,Medium,0.3,0.4,0.7,75.05,Good
4.5,85.1,81.6,1,2,43.9,>8,10.0,0,EC,<30,High,0.8,1.0,1.0,70.22,Good
1.1,64.6,99.6,3,2,32.2,>8,5.5,1,IT,30-60,High,0.8,0.7,1.0,46.32,Average
9.15,72.4,81.6,0,4,15.2,<6,18.5,2,ICT,>60,High,0.3,0.4,1.0,74.74,Good
1.82,55.0,48.1,2,3,44.4,6-8,8.0,1,ICT,<30,Medium,1.0,1.0,0.7,39.36,At Risk
3.87,43.4,69.1,0,3,43.7,6-8,21.6,2,CE,30-60,Low,1.0,0.7,0.3,46.39,Average
9.55,73.4,47.0,0,1,21.7,<6,1.2,1,CE,>60,High,0.3,0.4,1.0,67.81,Average
9.56,66.5,97.6,0,3,13.5,<6,13.3,2,ICT,<30,High,0.3,1.0,1.0,73.3,Good
6.16,60.1,92.0,2,5,40.0,<6,2.7,0,EC,30-60,Low,0.3,0.7,0.3,68.96,Average
6.69,67.4,65.4,0,3,7.7,>8,23.3,1,EE,30-60,Medium,0.8,0.7,0.7,56.92,Average
5.04,42.5,82.5,1,3,24.3,6-8,11.0,3,ME,30-60,Low,1.0,0.7,0.3,46.12,Average
3.64,77.6,92.8,1,1,25.7,6-8,24.2,2,EC,30-60,Low,1.0,0.7,0.3,52.6,Average
3.96,86.9,39.5,3,5,33.3,6-8,20.8,1,ME,<30,Medium,1.0,1.0,0.7,55.2,Average
7.05,83.5,66.4,1,1,17.2,6-8,25.9,1,EE,30-60,High,1.0,0.7,1.0,62.32,Average
7.77,49.3,58.5,1,1,21.0,6-8,27.9,1,EC,<30,Medium,1.0,1.0,0.7,46.89,Average
8.12,54.4,81.7,2,3,47.9,>8,2.7,0,ICT,>60,Low,0.8,0.4,0.3,72.47,Good
8.11,78.5,50.3,2,3,44.3,<6,2.4,1,CE,30-60,High,0.3,0.7,1.0,70.97,Good
1.82,65.7,76.7,1,2,22.2,>8,20.6,0,ME,<30,High,0.8,1.0,1.0,43.06,Average
5.45,62.9,52.2,0,3,48.5,<6,3.9,1,ICT,30-60,Medium,0.3,0.7,0.7,59.94,Average
1.52,85.6,28.9,0,4,7.8,>8,23.6,1,EE,30-60,High,0.8,0.7,1.0,41.37,Average
5.95,62.2,28.6,1,1,18.7,<6,25.1,2,IT,<30,Low,0.3,1.0,0.3,31.22,At Risk
4.97,60.9,29.5,0,3,37.0,6-8,26.6,0,IT,<30,Medium,1.0,1.0,0.7,48.85,Average
8.99,32.5,22.6,1,5,32.0,>8,11.1,4,EC,<30,Low,0.8,1.0,0.3,44.8,Average
4.16,34.2,62.6,1,1,28.6,<6,29.8,0,ME,<30,Medium,0.3,1.0,0.7,27.65,At Risk
2.05,30.4,73.8,1,1,39.7,>8,18.6,1,EC,<30,Medium,0.8,1.0,0.7,28.35,At Risk
2.29,84.8,30.1,2,4,49.0,6-8,22.6,0,IT,<30,Medium,1.0,1.0,0.7,51.66,Average
7.85,54.5,68.9,1,1,36.4,6-8,23.0,2,EE,30-60,Medium,1.0,0.7,0.7,56.77,Average
6.56,58.1,67.8,2,1,24.5,6-8,15.8,2,EC,30-60,High,1.0,0.7,1.0,50.42,Average
1.91,80.7,31.8,1,1,35.7,>8,21.3,1,EE,30-60,High,0.8,0.7,1.0,39.72,At Risk
1.76,66.6,52.3,0,2,28.8,6-8,21.9,2,EC,30-60,Low,1.0,0.7,0.3,37.97,At Risk
7.31,66.6,80.4,2,2,33.5,6-8,23.2,1,ICT,<30,Medium,1.0,1.0,0.7,62.46,Average
1.65,47.8,21.3,1,3,35.3,>8,13.8,1,EE,30-60,Low,0.8,0.7,0.3,26.28,At Risk
8.4,80.0,31.8,1,2,49.7,>8,27.4,1,CE,<30,Low,0.8,1.0,0.3,63.67,Average
7.36,39.9,99.7,1,3,27.3,6-8,11.8,1,IT,30-60,Medium,1.0,0.7,0.7,62.65,Average
1.73,33.2,78.7,1,2,39.4,6-8,27.5,1,CE,30-60,Medium,1.0,0.7,0.7,32.55,At Risk
1.76,41.5,57.1,1,4,47.8,6-8,11.8,3,ICT,30-60,Low,1.0,0.7,0.3,37.1,At Risk
9.88,46.1,70.4,1,1,14.9,>8,12.9,2,EE,<30,Medium,0.8,1.0,0.7,54.39,Average
4.37,46.9,87.7,2,4,22.2,<6,22.5,1,EC,<30,High,0.3,1.0,1.0,44.25,Average
4.34,70.2,87.4,1,3,30.0,6-8,25.3,1,EC,30-60,High,1.0,0.7,1.0,60.95,Average
8.32,43.1,46.0,2,3,22.8,6-8,19.7,2,IT,<30,Medium,1.0,1.0,0.7,46.58,Average
9.53,70.6,59.3,2,0,37.9,6-8,17.0,0,IT,<30,Medium,1.0,1.0,0.7,66.01,Average
9.87,35.5,71.0,1,5,12.5,6-8,12.0,2,CE,30-60,Medium,1.0,0.7,0.7,62.09,Average
7.78,38.8,25.8,0,2,47.6,>8,13.1,2,EE,30-60,Low,0.8,0.7,0.3,47.01,Average
4.39,60.5,95.7,1,5,22.0,6-8,18.1,1,EC,<30,Low,1.0,1.0,0.3,59.53,Average
1.75,85.3,54.6,0,2,46.2,6-8,8.4,3,ICT,30-60,Low,1.0,0.7,0.3,52.55,Average
7.99,81.6,49.7,1,4,48.1,>8,14.0,0,EE,<30,High,0.8,1.0,1.0,78.86,Good
6.03,88.1,92.6,0,5,13.8,6-8,6.9,1,ICT,<30,Medium,1.0,1.0,0.7,80.19,Good
4.82,69.0,29.5,0,2,30.4,6-8,7.0,1,IT,<30,Low,1.0,1.0,0.3,48.38,Average
9.16,70.5,23.1,0,5,39.3,6-8,10.1,0,IT,30-60,Medium,1.0,0.7,0.7,76.49,Good
2.0,67.5,74.8,1,4,6.5,6-8,28.2,2,CE,>60,Low,1.0,0.4,0.3,40.76,Average
5.43,67.4,50.8,0,2,23.1,6-8,21.1,1,IT,<30,High,1.0,1.0,1.0,52.55,Average
1.1,38.8,81.2,1,1,23.7,6-8,6.2,0,CE,30-60,Low,1.0,0.7,0.3,30.9,At Risk
5.22,62.6,25.5,0,3,34.9,<6,8.6,1,EE,<30,Low,0.3,1.0,0.3,45.16,Average
1.51,53.2,50.7,2,2,28.5,<6,25.5,1,ME,30-60,Low,0.3,0.7,0.3,22.59,At Risk
2.07,56.6,38.8,1,1,37.9,<6,27.7,2,IT,30-60,Medium,0.3,0.7,0.7,25.13,At Risk
2.06,61.4,79.2,1,0,21.2,<6,23.3,1,CE,<30,High,0.3,1.0,1.0,32.0,At Risk
6.84,37.7,38.2,1,0,23.3,<6,25.8,2,EC,30-60,Low,0.3,0.7,0.3,26.03,At Risk
7.71,51.6,56.6,2,5,23.3,6-8,26.8,0,EE,<30,High,1.0,1.0,1.0,58.57,Average
6.25,33.8,85.5,2,4,19.8,<6,6.5,3,ME,<30,Low,0.3,1.0,0.3,41.68,Average
9.66,88.8,93.2,2,5,8.5,6-8,14.5,1,CE,<30,Medium,1.0,1.0,0.7,85.56,Good
4.37,37.1,77.8,2,1,25.6,6-8,19.8,2,ICT,30-60,Low,1.0,0.7,0.3,33.01,At Risk
3.57,45.5,54.3,0,0,43.9,6-8,28.3,1,ME,<30,Medium,1.0,1.0,0.7,35.7,At Risk
8.82,83.5,65.8,3,4,24.1,<6,17.5,0,ICT,>60,Low,0.3,0.4,0.3,70.61,Good
